met,split,value,src,trg,model
mse,0,0.011216391422418322,CTRPv2,CCLE,hidra
mse,1,0.010392086163462549,CTRPv2,CCLE,hidra
mse,2,0.010767911016913542,CTRPv2,CCLE,hidra
mse,3,0.011043438105893475,CTRPv2,CCLE,hidra
mse,4,0.011470368187834857,CTRPv2,CCLE,hidra
mse,5,0.011357783727282276,CTRPv2,CCLE,hidra
mse,6,0.010460456700283642,CTRPv2,CCLE,hidra
mse,7,0.010508672796512238,CTRPv2,CCLE,hidra
mse,8,0.01148719667507091,CTRPv2,CCLE,hidra
mse,9,0.010813434876562665,CTRPv2,CCLE,hidra
rmse,0,0.10590746632045506,CTRPv2,CCLE,hidra
rmse,1,0.1019415821118279,CTRPv2,CCLE,hidra
rmse,2,0.10376854541195776,CTRPv2,CCLE,hidra
rmse,3,0.10508776382573508,CTRPv2,CCLE,hidra
rmse,4,0.10709980479830417,CTRPv2,CCLE,hidra
rmse,5,0.10657290334452879,CTRPv2,CCLE,hidra
rmse,6,0.10227637410606441,CTRPv2,CCLE,hidra
rmse,7,0.10251181783829726,CTRPv2,CCLE,hidra
rmse,8,0.1071783405127683,CTRPv2,CCLE,hidra
rmse,9,0.10398766694451157,CTRPv2,CCLE,hidra
pcc,0,0.7831121438753584,CTRPv2,CCLE,hidra
pcc,1,0.8025705291068806,CTRPv2,CCLE,hidra
pcc,2,0.7963310114273175,CTRPv2,CCLE,hidra
pcc,3,0.7881469278962484,CTRPv2,CCLE,hidra
pcc,4,0.7758120247667342,CTRPv2,CCLE,hidra
pcc,5,0.780125486701071,CTRPv2,CCLE,hidra
pcc,6,0.8011189533820975,CTRPv2,CCLE,hidra
pcc,7,0.8025069522654185,CTRPv2,CCLE,hidra
pcc,8,0.7742084609365103,CTRPv2,CCLE,hidra
pcc,9,0.7850380969431049,CTRPv2,CCLE,hidra
scc,0,0.6597913602107478,CTRPv2,CCLE,hidra
scc,1,0.6887981403764352,CTRPv2,CCLE,hidra
scc,2,0.6682851644878111,CTRPv2,CCLE,hidra
scc,3,0.6717007191318181,CTRPv2,CCLE,hidra
scc,4,0.6457759326184612,CTRPv2,CCLE,hidra
scc,5,0.6499140833440185,CTRPv2,CCLE,hidra
scc,6,0.6760402475107558,CTRPv2,CCLE,hidra
scc,7,0.684566205776274,CTRPv2,CCLE,hidra
scc,8,0.6471790025038439,CTRPv2,CCLE,hidra
scc,9,0.6639197627713364,CTRPv2,CCLE,hidra
r2,0,0.5682118924642139,CTRPv2,CCLE,hidra
r2,1,0.5999444875914592,CTRPv2,CCLE,hidra
r2,2,0.5854766702583218,CTRPv2,CCLE,hidra
r2,3,0.5748699326860484,CTRPv2,CCLE,hidra
r2,4,0.558434759804767,CTRPv2,CCLE,hidra
r2,5,0.5627688303029463,CTRPv2,CCLE,hidra
r2,6,0.5973124838040218,CTRPv2,CCLE,hidra
r2,7,0.5954563487816922,CTRPv2,CCLE,hidra
r2,8,0.5577869275044585,CTRPv2,CCLE,hidra
r2,9,0.583724176032208,CTRPv2,CCLE,hidra
mse,0,0.003383726870857462,CTRPv2,CTRPv2,hidra
mse,1,0.0034965009212683576,CTRPv2,CTRPv2,hidra
mse,2,0.0033842920005581335,CTRPv2,CTRPv2,hidra
mse,3,0.0036565541884396695,CTRPv2,CTRPv2,hidra
mse,4,0.0036877237485610634,CTRPv2,CTRPv2,hidra
mse,5,0.003407163524261346,CTRPv2,CTRPv2,hidra
mse,6,0.0035453923934277544,CTRPv2,CTRPv2,hidra
mse,7,0.003538295109188585,CTRPv2,CTRPv2,hidra
mse,8,0.0035295805933858925,CTRPv2,CTRPv2,hidra
mse,9,0.0034292015052675645,CTRPv2,CTRPv2,hidra
rmse,0,0.05816981064828613,CTRPv2,CTRPv2,hidra
rmse,1,0.05913121782331527,CTRPv2,CTRPv2,hidra
rmse,2,0.05817466803135308,CTRPv2,CTRPv2,hidra
